session_id,date,month,month_num,year,year_month,day_of_week,traffic_source,landing_page,device,location,pages_viewed,session_duration_s,bounced,converted,new_user
SES-0018770,2023-07-15,July,7,2023,2023-07,Saturday,Organic Search,/contact,Mobile,Chicago,5,214.0,False,False,True
SES-0018771,2023-07-15,July,7,2023,2023-07,Saturday,Organic Search,/blog,Desktop,Philadelphia,1,16.0,True,False,True
SES-0018772,2023-07-15,July,7,2023,2023-07,Saturday,Paid Search,/blog,Mobile,Philadelphia,1,19.0,True,False,False
SES-0018773,2023-07-15,July,7,2023,2023-07,Saturday,Email Campaign,/testimonials,Mobile,San Antonio,6,174.0,False,False,False
SES-0018774,2023-07-15,July,7,2023,2023-07,Saturday,Social Media,/book-appointment,Mobile,New York,2,226.0,False,False,True
SES-0018775,2023-07-16,July,7,2023,2023-07,Sunday,Email Campaign,/home,Mobile,San Antonio,2,257.0,False,False,True
SES-0018776,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/home,Mobile,Houston,6,470.0,False,False,True
SES-0018777,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/home,Desktop,Dallas,2,265.0,False,False,False
SES-0018778,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/blog,Mobile,Chicago,1,26.0,True,False,True
SES-0018779,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/home,Mobile,San Diego,6,198.0,False,False,True
SES-0018780,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/home,Desktop,Austin,1,26.0,True,False,True
SES-0018781,2023-07-16,July,7,2023,2023-07,Sunday,Paid Search,/testimonials,Mobile,Chicago,5,429.0,False,False,False
SES-0018782,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/book-appointment,Desktop,Dallas,3,147.0,False,False,True
SES-0018783,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/services,Mobile,Houston,5,439.0,False,False,True
SES-0018784,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/book-appointment,Tablet,Austin,3,456.0,False,False,False
SES-0018785,2023-07-16,July,7,2023,2023-07,Sunday,Referral,/services,Desktop,New York,7,76.0,False,False,False
SES-0018786,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/home,Tablet,Chicago,6,471.0,False,False,True
SES-0018787,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/blog,Mobile,Phoenix,1,17.0,True,False,False
SES-0018788,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/contact,Desktop,Philadelphia,5,138.0,False,False,True
SES-0018789,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/blog,Mobile,Austin,1,23.0,True,False,False
SES-0018790,2023-07-16,July,7,2023,2023-07,Sunday,Paid Search,/home,Mobile,San Antonio,1,36.0,True,False,False
SES-0018791,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/home,Mobile,Houston,1,33.0,True,False,True
SES-0018792,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/book-appointment,Mobile,New York,1,39.0,True,False,True
SES-0018793,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/home,Tablet,Philadelphia,8,368.0,False,False,False
SES-0018794,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/contact,Mobile,Dallas,3,228.0,False,False,True
SES-0018795,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/home,Desktop,Philadelphia,6,311.0,False,False,False
SES-0018796,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/services,Desktop,San Diego,1,17.0,True,False,True
SES-0018797,2023-07-16,July,7,2023,2023-07,Sunday,Paid Search,/blog,Desktop,Chicago,7,156.0,False,False,True
SES-0018798,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/home,Mobile,Philadelphia,1,42.0,True,False,False
SES-0018799,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/services,Desktop,Dallas,1,29.0,True,False,False
SES-0018800,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/services,Mobile,New York,1,19.0,True,False,True
SES-0018801,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/home,Mobile,Philadelphia,3,424.0,False,False,True
SES-0018802,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/book-appointment,Mobile,Phoenix,1,33.0,True,False,False
SES-0018803,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/home,Desktop,Austin,1,13.0,True,False,True
SES-0018804,2023-07-16,July,7,2023,2023-07,Sunday,Paid Search,/services,Desktop,Dallas,1,13.0,True,False,True
SES-0018805,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/services,Mobile,Chicago,5,216.0,False,False,True
SES-0018806,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/about,Desktop,Los Angeles,1,11.0,True,False,True
SES-0018807,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/book-appointment,Desktop,Los Angeles,1,35.0,True,False,True
SES-0018808,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/contact,Mobile,Houston,8,251.0,False,False,True
SES-0018809,2023-07-16,July,7,2023,2023-07,Sunday,Direct,/about,Mobile,Philadelphia,5,229.0,False,False,False
SES-0018810,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/home,Desktop,Phoenix,1,34.0,True,False,True
SES-0018811,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/contact,Mobile,Austin,6,395.0,False,False,False
SES-0018812,2023-07-16,July,7,2023,2023-07,Sunday,Social Media,/services,Desktop,San Antonio,6,228.0,False,False,False
SES-0018813,2023-07-16,July,7,2023,2023-07,Sunday,Organic Search,/book-appointment,Desktop,Philadelphia,3,289.0,False,False,False
SES-0018814,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/home,Desktop,San Diego,1,43.0,True,False,False
SES-0018815,2023-07-17,July,7,2023,2023-07,Monday,Direct,/book-appointment,Desktop,Austin,5,298.0,False,True,True
SES-0018816,2023-07-17,July,7,2023,2023-07,Monday,Direct,/home,Mobile,New York,6,222.0,False,False,False
SES-0018817,2023-07-17,July,7,2023,2023-07,Monday,Paid Search,/faq,Mobile,San Diego,1,24.0,True,False,True
SES-0018818,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,Los Angeles,4,206.0,False,False,False
SES-0018819,2023-07-17,July,7,2023,2023-07,Monday,Direct,/home,Desktop,Los Angeles,1,29.0,True,False,False
SES-0018820,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/home,Desktop,San Diego,1,34.0,True,False,False
SES-0018821,2023-07-17,July,7,2023,2023-07,Monday,Direct,/about,Desktop,Austin,1,21.0,True,False,True
SES-0018822,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/book-appointment,Tablet,Austin,2,157.0,False,False,True
SES-0018823,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Desktop,Chicago,1,38.0,True,False,True
SES-0018824,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Mobile,Phoenix,3,92.0,False,False,False
SES-0018825,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Mobile,Houston,4,121.0,False,False,True
SES-0018826,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/home,Tablet,New York,1,37.0,True,False,False
SES-0018827,2023-07-17,July,7,2023,2023-07,Monday,Direct,/book-appointment,Desktop,San Antonio,1,23.0,True,False,False
SES-0018828,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Mobile,Phoenix,7,413.0,False,False,True
SES-0018829,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,Philadelphia,1,23.0,True,False,True
SES-0018830,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/about,Mobile,San Antonio,1,26.0,True,False,True
SES-0018831,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Mobile,San Antonio,2,447.0,False,False,True
SES-0018832,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Mobile,Dallas,1,25.0,True,False,True
SES-0018833,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Mobile,Austin,1,37.0,True,False,False
SES-0018834,2023-07-17,July,7,2023,2023-07,Monday,Direct,/team,Mobile,Dallas,1,43.0,True,False,False
SES-0018835,2023-07-17,July,7,2023,2023-07,Monday,Direct,/about,Desktop,San Antonio,1,29.0,True,False,True
SES-0018836,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/services,Mobile,Philadelphia,1,13.0,True,False,True
SES-0018837,2023-07-17,July,7,2023,2023-07,Monday,Direct,/book-appointment,Desktop,Austin,1,19.0,True,False,True
SES-0018838,2023-07-17,July,7,2023,2023-07,Monday,Paid Search,/services,Desktop,San Diego,1,25.0,True,False,True
SES-0018839,2023-07-17,July,7,2023,2023-07,Monday,Referral,/book-appointment,Desktop,Phoenix,1,42.0,True,False,True
SES-0018840,2023-07-17,July,7,2023,2023-07,Monday,Email Campaign,/services,Mobile,Austin,5,225.0,False,False,True
SES-0018841,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,Austin,1,25.0,True,False,True
SES-0018842,2023-07-17,July,7,2023,2023-07,Monday,Direct,/blog,Desktop,Phoenix,1,13.0,True,False,True
SES-0018843,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Mobile,Phoenix,8,240.0,False,False,True
SES-0018844,2023-07-17,July,7,2023,2023-07,Monday,Direct,/home,Desktop,San Diego,1,41.0,True,False,True
SES-0018845,2023-07-17,July,7,2023,2023-07,Monday,Paid Search,/home,Desktop,Austin,1,35.0,True,False,False
SES-0018846,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/book-appointment,Mobile,San Antonio,1,34.0,True,False,True
SES-0018847,2023-07-17,July,7,2023,2023-07,Monday,Direct,/book-appointment,Mobile,Chicago,2,423.0,False,False,False
SES-0018848,2023-07-17,July,7,2023,2023-07,Monday,Direct,/about,Mobile,Chicago,6,433.0,False,False,True
SES-0018849,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/home,Mobile,Austin,1,14.0,True,False,False
SES-0018850,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/about,Mobile,Chicago,1,22.0,True,False,True
SES-0018851,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/blog,Mobile,Dallas,1,16.0,True,False,False
SES-0018852,2023-07-17,July,7,2023,2023-07,Monday,Direct,/services,Mobile,San Diego,1,35.0,True,False,True
SES-0018853,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/about,Desktop,New York,2,273.0,False,False,True
SES-0018854,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,Phoenix,1,32.0,True,False,True
SES-0018855,2023-07-17,July,7,2023,2023-07,Monday,Direct,/home,Desktop,San Diego,5,200.0,False,False,False
SES-0018856,2023-07-17,July,7,2023,2023-07,Monday,Direct,/testimonials,Desktop,San Antonio,3,396.0,False,False,True
SES-0018857,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/services,Desktop,Houston,6,222.0,False,False,True
SES-0018858,2023-07-17,July,7,2023,2023-07,Monday,Paid Search,/faq,Desktop,Dallas,1,41.0,True,False,True
SES-0018859,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,San Antonio,3,379.0,False,False,True
SES-0018860,2023-07-17,July,7,2023,2023-07,Monday,Direct,/home,Mobile,Los Angeles,4,383.0,False,False,True
SES-0018861,2023-07-17,July,7,2023,2023-07,Monday,Direct,/book-appointment,Tablet,Houston,3,225.0,False,True,False
SES-0018862,2023-07-17,July,7,2023,2023-07,Monday,Paid Search,/home,Desktop,Dallas,1,28.0,True,False,False
SES-0018863,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/about,Mobile,Austin,6,351.0,False,False,False
SES-0018864,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Mobile,New York,6,181.0,False,False,True
SES-0018865,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/home,Desktop,Dallas,3,433.0,False,False,True
SES-0018866,2023-07-17,July,7,2023,2023-07,Monday,Social Media,/about,Desktop,Los Angeles,8,191.0,False,False,True
SES-0018867,2023-07-17,July,7,2023,2023-07,Monday,Organic Search,/book-appointment,Desktop,Chicago,1,24.0,True,False,True
SES-0018868,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/testimonials,Mobile,Dallas,1,14.0,True,False,True
SES-0018869,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/book-appointment,Tablet,San Diego,7,435.0,False,False,False
SES-0018870,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Mobile,San Diego,8,427.0,False,False,True
SES-0018871,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/home,Desktop,New York,4,433.0,False,False,False
SES-0018872,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/book-appointment,Tablet,Dallas,1,15.0,True,False,True
SES-0018873,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/services,Mobile,Los Angeles,5,359.0,False,False,False
SES-0018874,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/blog,Mobile,Philadelphia,2,218.0,False,False,True
SES-0018875,2023-07-18,July,7,2023,2023-07,Tuesday,Email Campaign,/book-appointment,Desktop,Los Angeles,7,93.0,False,False,True
SES-0018876,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Desktop,San Diego,7,414.0,False,False,False
SES-0018877,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Desktop,New York,1,21.0,True,False,True
SES-0018878,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Desktop,Philadelphia,8,136.0,False,False,True
SES-0018879,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/testimonials,Mobile,Philadelphia,6,352.0,False,False,False
SES-0018880,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/book-appointment,Desktop,Los Angeles,6,85.0,False,False,True
SES-0018881,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Tablet,New York,1,20.0,True,False,True
SES-0018882,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/contact,Mobile,San Antonio,4,205.0,False,False,True
SES-0018883,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/home,Desktop,Houston,5,316.0,False,False,False
SES-0018884,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/home,Mobile,Chicago,2,139.0,False,False,True
SES-0018885,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/services,Mobile,Austin,2,411.0,False,False,True
SES-0018886,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/book-appointment,Mobile,Dallas,8,349.0,False,False,True
SES-0018887,2023-07-18,July,7,2023,2023-07,Tuesday,Email Campaign,/home,Desktop,New York,4,219.0,False,False,False
SES-0018888,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/services,Mobile,New York,1,11.0,True,False,False
SES-0018889,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/services,Desktop,Dallas,6,186.0,False,False,True
SES-0018890,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Mobile,Los Angeles,1,14.0,True,False,True
SES-0018891,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Mobile,New York,3,274.0,False,False,True
SES-0018892,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/about,Mobile,Houston,8,75.0,False,False,False
SES-0018893,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/about,Mobile,Los Angeles,1,14.0,True,False,False
SES-0018894,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Desktop,San Diego,1,44.0,True,False,True
SES-0018895,2023-07-18,July,7,2023,2023-07,Tuesday,Email Campaign,/home,Desktop,Los Angeles,5,338.0,False,False,False
SES-0018896,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Mobile,Philadelphia,1,13.0,True,False,True
SES-0018897,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/home,Mobile,San Antonio,5,288.0,False,False,True
SES-0018898,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/book-appointment,Mobile,Los Angeles,1,14.0,True,False,True
SES-0018899,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/about,Tablet,Philadelphia,3,182.0,False,False,False
SES-0018900,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/services,Desktop,San Diego,7,61.0,False,True,False
SES-0018901,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/about,Mobile,Los Angeles,1,33.0,True,False,True
SES-0018902,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/home,Mobile,Los Angeles,1,22.0,True,False,True
SES-0018903,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/team,Desktop,Chicago,1,44.0,True,False,True
SES-0018904,2023-07-18,July,7,2023,2023-07,Tuesday,Referral,/about,Desktop,Houston,3,473.0,False,False,True
SES-0018905,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Mobile,Houston,1,14.0,True,False,False
SES-0018906,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/contact,Tablet,San Diego,8,100.0,False,False,True
SES-0018907,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/home,Mobile,Chicago,8,240.0,False,False,True
SES-0018908,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/services,Desktop,Chicago,1,30.0,True,False,False
SES-0018909,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Tablet,San Diego,4,71.0,False,False,True
SES-0018910,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/services,Mobile,Los Angeles,3,211.0,False,False,True
SES-0018911,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/services,Mobile,Phoenix,1,36.0,True,False,False
SES-0018912,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Desktop,Phoenix,1,16.0,True,False,True
SES-0018913,2023-07-18,July,7,2023,2023-07,Tuesday,Referral,/about,Mobile,San Antonio,3,383.0,False,False,True
SES-0018914,2023-07-18,July,7,2023,2023-07,Tuesday,Direct,/home,Mobile,Philadelphia,1,36.0,True,False,False
SES-0018915,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/blog,Mobile,Philadelphia,2,341.0,False,False,True
SES-0018916,2023-07-18,July,7,2023,2023-07,Tuesday,Referral,/home,Mobile,Phoenix,1,37.0,True,False,True
SES-0018917,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/book-appointment,Mobile,Chicago,6,106.0,False,False,True
SES-0018918,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Mobile,Houston,1,28.0,True,False,True
SES-0018919,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/services,Mobile,Phoenix,6,257.0,False,False,False
SES-0018920,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/home,Desktop,Houston,4,376.0,False,False,True
SES-0018921,2023-07-18,July,7,2023,2023-07,Tuesday,Paid Search,/testimonials,Desktop,Houston,1,20.0,True,False,True
SES-0018922,2023-07-18,July,7,2023,2023-07,Tuesday,Organic Search,/testimonials,Desktop,Phoenix,5,212.0,False,False,False
SES-0018923,2023-07-18,July,7,2023,2023-07,Tuesday,Social Media,/book-appointment,Mobile,Los Angeles,6,105.0,False,False,False
SES-0018924,2023-07-19,July,7,2023,2023-07,Wednesday,Referral,/home,Mobile,Los Angeles,8,454.0,False,False,True
SES-0018925,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/about,Desktop,Houston,6,338.0,False,False,False
SES-0018926,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/about,Desktop,San Antonio,5,110.0,False,False,False
SES-0018927,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/home,Desktop,San Diego,1,36.0,True,False,False
SES-0018928,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/about,Mobile,San Diego,2,199.0,False,False,False
SES-0018929,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/about,Mobile,Dallas,1,18.0,True,False,True
SES-0018930,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/services,Desktop,Phoenix,8,397.0,False,False,True
SES-0018931,2023-07-19,July,7,2023,2023-07,Wednesday,Paid Search,/services,Mobile,Dallas,1,21.0,True,False,True
SES-0018932,2023-07-19,July,7,2023,2023-07,Wednesday,Paid Search,/blog,Mobile,Chicago,8,341.0,False,False,True
SES-0018933,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/book-appointment,Mobile,San Diego,1,35.0,True,False,False
SES-0018934,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/team,Desktop,New York,8,357.0,False,False,True
SES-0018935,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/book-appointment,Desktop,San Diego,3,129.0,False,False,True
SES-0018936,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/contact,Desktop,Houston,3,148.0,False,False,True
SES-0018937,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/contact,Mobile,Philadelphia,3,277.0,False,False,True
SES-0018938,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/contact,Desktop,Phoenix,2,269.0,False,False,True
SES-0018939,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/book-appointment,Mobile,San Antonio,8,199.0,False,False,True
SES-0018940,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/home,Mobile,San Diego,1,44.0,True,False,False
SES-0018941,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/about,Mobile,San Antonio,1,29.0,True,False,True
SES-0018942,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/services,Mobile,Los Angeles,5,180.0,False,False,False
SES-0018943,2023-07-19,July,7,2023,2023-07,Wednesday,Referral,/services,Mobile,Los Angeles,1,30.0,True,False,True
SES-0018944,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/book-appointment,Mobile,San Antonio,7,448.0,False,False,True
SES-0018945,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/services,Desktop,Austin,7,69.0,False,False,True
SES-0018946,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/home,Mobile,Houston,2,288.0,False,False,True
SES-0018947,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/book-appointment,Mobile,New York,1,13.0,True,False,True
SES-0018948,2023-07-19,July,7,2023,2023-07,Wednesday,Paid Search,/services,Desktop,Los Angeles,3,302.0,False,False,True
SES-0018949,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/services,Desktop,Chicago,1,38.0,True,False,True
SES-0018950,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/testimonials,Mobile,Phoenix,4,408.0,False,False,True
SES-0018951,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/home,Mobile,Philadelphia,4,474.0,False,False,False
SES-0018952,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/testimonials,Mobile,San Diego,6,393.0,False,False,True
SES-0018953,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/book-appointment,Mobile,Philadelphia,1,20.0,True,False,False
SES-0018954,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/faq,Desktop,Phoenix,3,299.0,False,False,True
SES-0018955,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/blog,Mobile,Phoenix,1,29.0,True,False,True
SES-0018956,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/home,Mobile,Houston,7,288.0,False,False,False
SES-0018957,2023-07-19,July,7,2023,2023-07,Wednesday,Paid Search,/services,Desktop,Chicago,5,408.0,False,False,True
SES-0018958,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/home,Mobile,Chicago,1,24.0,True,False,False
SES-0018959,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/book-appointment,Desktop,New York,1,40.0,True,False,False
SES-0018960,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/book-appointment,Desktop,Los Angeles,5,303.0,False,False,True
SES-0018961,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/about,Mobile,Dallas,7,150.0,False,False,True
SES-0018962,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/blog,Mobile,Austin,3,84.0,False,False,True
SES-0018963,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/contact,Desktop,Phoenix,1,35.0,True,False,False
SES-0018964,2023-07-19,July,7,2023,2023-07,Wednesday,Email Campaign,/about,Desktop,Los Angeles,1,23.0,True,False,True
SES-0018965,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/services,Tablet,Los Angeles,4,102.0,False,True,True
SES-0018966,2023-07-19,July,7,2023,2023-07,Wednesday,Email Campaign,/services,Desktop,San Antonio,1,27.0,True,False,True
SES-0018967,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/home,Desktop,San Antonio,4,121.0,False,False,True
SES-0018968,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/services,Mobile,New York,4,253.0,False,False,False
SES-0018969,2023-07-19,July,7,2023,2023-07,Wednesday,Paid Search,/home,Mobile,New York,1,34.0,True,False,True
SES-0018970,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/home,Desktop,Phoenix,6,156.0,False,False,True
SES-0018971,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/home,Desktop,Houston,1,37.0,True,False,True
SES-0018972,2023-07-19,July,7,2023,2023-07,Wednesday,Social Media,/services,Desktop,New York,2,202.0,False,False,True
SES-0018973,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/book-appointment,Mobile,Philadelphia,8,135.0,False,False,True
SES-0018974,2023-07-19,July,7,2023,2023-07,Wednesday,Organic Search,/about,Desktop,Dallas,4,449.0,False,False,True
SES-0018975,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/book-appointment,Mobile,Chicago,8,94.0,False,False,False
SES-0018976,2023-07-19,July,7,2023,2023-07,Wednesday,Direct,/home,Mobile,Phoenix,2,453.0,False,False,True
SES-0018977,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/services,Desktop,Chicago,6,380.0,False,False,False
SES-0018978,2023-07-20,July,7,2023,2023-07,Thursday,Paid Search,/services,Desktop,Austin,2,351.0,False,True,True
SES-0018979,2023-07-20,July,7,2023,2023-07,Thursday,Email Campaign,/book-appointment,Desktop,Phoenix,1,45.0,True,False,False
SES-0018980,2023-07-20,July,7,2023,2023-07,Thursday,Referral,/home,Mobile,Austin,7,221.0,False,False,True
SES-0018981,2023-07-20,July,7,2023,2023-07,Thursday,Direct,/about,Desktop,New York,3,177.0,False,True,True
SES-0018982,2023-07-20,July,7,2023,2023-07,Thursday,Paid Search,/home,Mobile,Chicago,7,378.0,False,False,False
SES-0018983,2023-07-20,July,7,2023,2023-07,Thursday,Referral,/book-appointment,Mobile,San Diego,1,42.0,True,False,False
SES-0018984,2023-07-20,July,7,2023,2023-07,Thursday,Social Media,/book-appointment,Desktop,San Diego,1,20.0,True,False,True
SES-0018985,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/about,Mobile,Chicago,2,219.0,False,False,True
SES-0018986,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/blog,Mobile,Houston,1,35.0,True,False,False
SES-0018987,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/book-appointment,Mobile,San Diego,1,40.0,True,False,False
SES-0018988,2023-07-20,July,7,2023,2023-07,Thursday,Direct,/home,Mobile,New York,4,235.0,False,False,True
SES-0018989,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/services,Desktop,Houston,2,476.0,False,False,True
SES-0018990,2023-07-20,July,7,2023,2023-07,Thursday,Organic Search,/services,Tablet,San Antonio,8,124.0,False,False,False
SES-0018991,2023-07-20,July,7,2023,2023-07,Thursday,Social Media,/services,Mobile,Phoenix,1,45.0,True,False,False
